0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	0.200568 	 
0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	0.209059 	 
0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	0.206380 	 
0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	0.061907 	 
-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	-0.062075 	 
0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	0.074108 	 
-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	-0.065059 	 
0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	0.159504 	 
0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	0.203179 	 
0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	0.206346 	 
0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	0.052273 	 
-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	-1.264198 	 
-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	-0.568931 	 
-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	-0.003458 	 
0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	0.163517 	 
0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	0.202690 	 
-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	-0.280062 	 
-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	-0.029642 	 
0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	0.164193 	 
0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	0.042504 	 
0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	0.159594 	 
0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	0.202852 	 
0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	0.209624 	 
0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	0.210632 	 
0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	0.210775 	 
0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	 
0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	0.210794 	 
0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	0.210793 	 
0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	0.207605 	 
0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	0.137116 	 
0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	0.188025 	 
0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	0.207199 	 
0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	0.210273 	 
-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	-2.119631 	 
-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	-3.088960 	 
-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	-0.345093 	 
-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	-0.003920 	 
0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	0.034312 	 
0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	0.119514 	 
0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	0.188451 	 
-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	-0.029485 	 
0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	0.120796 	 
0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	0.193203 	 
0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	0.190092 	 
0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	0.194242 	 
-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	-0.183265 	 
-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	-0.018370 	 
0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	0.114417 	 
0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	0.195850 	 
0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	0.208604 	 
-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	-0.122613 	 
0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	0.124099 	 
0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	0.187584 	 
0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	0.203659 	 
0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	0.205844 	 
0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	0.117483 	 
0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	0.191674 	 
0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	0.207947 	 
0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	0.210389 	 
-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	-3.456691 	 
-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	-4.020730 	 
-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	-1.673931 	 
-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	-0.814974 	 
-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	-0.774553 	 
-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	-0.865542 	 
-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	-3.128375 	 
-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	-5.792886 	 
-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	-4.229421 	 
-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	-2.325398 	 
-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	-0.786877 	 
